videoid,contentUrl,page_dir,name,duration_seconds
23797033,https://ak.picdn.net/shutterstock/videos/23797033/preview/stock-footage-close-up-of-a-hand-in-pink-rubber-glows-cleaning-a-bathroom-sink-with-a-yellow-sponge.mp4,053601_053650,Close up of a hand in pink rubber glows cleaning a bathroom sink with a yellow sponge.,12.0
13655219,https://ak.picdn.net/shutterstock/videos/13655219/preview/stock-footage-close-up-of-a-cat-relaxing-on-the-red-couch.mp4,053601_053650,Close-up of a cat relaxing on the red couch,22.0
1030930847,https://ak.picdn.net/shutterstock/videos/1030930847/preview/stock-footage-london-united-kingdom-th-april-city-cruises-tour-boat-passes-under-london-bridge-at.mp4,053601_053650,London/united kingdom - 20th april 2019: city cruises tour boat passes under london bridge at sunset. pedestrians and buses cross over the bridge open top tour buses cross the bridge,50.0
12844955,https://ak.picdn.net/shutterstock/videos/12844955/preview/stock-footage-worried-man-on-beach-thinks-about-his-life-and-contemplates-it-s-meaning.mp4,053601_053650,Worried man on beach thinks about his life and contemplates it's meaning,18.0
10482884,https://ak.picdn.net/shutterstock/videos/10482884/preview/stock-footage-lavender-field-swinging-at-wind-and-bees-insect-murmur-at-bright-summer-day.mp4,053601_053650,"Lavender field swinging at wind and bees, insect murmur at bright summer day",61.0
14332603,https://ak.picdn.net/shutterstock/videos/14332603/preview/stock-footage-cinema-lamp-scene-plan-making-of-fx-backstage-smoke-editor-operator-with-videocamera-moves-on.mp4,053601_053650,"Cinema lamp scene plan making of fx backstage  smoke editor. operator with videocamera moves on cart on rails, film crew is illumination preparation",7.0
1052590208,https://ak.picdn.net/shutterstock/videos/1052590208/preview/stock-footage-farmer-girl-holds-wheat-spikelet-in-her-hands-woman-s-hands-check-the-quality-of-spikelet-wheat.mp4,053651_053700,Farmer girl holds wheat spikelet in her hands. woman's hands check the quality of spikelet wheat .the spikelet of ripened wheat in the glare of the sun.,10.0
1034230136,https://ak.picdn.net/shutterstock/videos/1034230136/preview/stock-footage-the-newborn-baby-sleeps-on-bed.mp4,053651_053700,The newborn baby sleeps on bed,5.0
1590241,https://ak.picdn.net/shutterstock/videos/1590241/preview/stock-footage-businessman-wearing-santa-hat-isolated-on-white.mp4,053651_053700,Businessman wearing santa hat isolated on white,18.0
13561007,https://ak.picdn.net/shutterstock/videos/13561007/preview/stock-footage-eating-popsicles-in-bed.mp4,053651_053700,Eating popsicles in bed,27.0
24424880,https://ak.picdn.net/shutterstock/videos/24424880/preview/stock-footage-clear-lake-california-two-old-women-walking-on-man-made-bridge.mp4,053651_053700,Clear lake california 1939: two old women walking on man made bridge,23.0
1042928947,https://ak.picdn.net/shutterstock/videos/1042928947/preview/stock-footage-rotate-jet-engine-turbine-of-plane-aircraft-concept-aviation-and-aerospace-industry.mp4,053651_053700,"Rotate jet engine turbine of plane, aircraft concept, aviation and aerospace industry",30.0
1043143450,https://ak.picdn.net/shutterstock/videos/1043143450/preview/stock-footage-process-of-cooking-various-delicious-dishes-in-popular-luxury-restaurant-chef-frying-potatoes-and.mp4,053651_053700,Process of cooking various delicious dishes in popular luxury restaurant. chef frying potatoes and meat on griddle. slow motion. hd video,29.0
1041112672,https://ak.picdn.net/shutterstock/videos/1041112672/preview/stock-footage-making-male-haircut-hair-and-beard-care.mp4,053651_053700,Making male haircut. hair and beard care.,8.0
1029339887,https://ak.picdn.net/shutterstock/videos/1029339887/preview/stock-footage-practice-tibetan-bowls-european-girl-in-a-tropical-park-sound-therapy-with-vibrations-the-concept.mp4,053701_053750,Practice tibetan bowls european girl in a tropical park. sound therapy with vibrations. the concept of meditation and relaxation,30.0
1042718338,https://ak.picdn.net/shutterstock/videos/1042718338/preview/stock-footage-mother-and-baby-girl-walk-in-footpath-leading-to-mediterranean-sea-background.mp4,053701_053750,Mother and baby girl walk in footpath leading to mediterranean sea background .,11.0
1030069847,https://ak.picdn.net/shutterstock/videos/1030069847/preview/stock-footage-little-girl-running-toward-mother.mp4,053701_053750,Little girl running toward mother,6.0
1029029891,https://ak.picdn.net/shutterstock/videos/1029029891/preview/stock-footage-a-pediatrician-using-a-stethoscope-on-an-infant.mp4,053701_053750,A pediatrician using a stethoscope on an infant,22.0
1062638152,https://ak.picdn.net/shutterstock/videos/1062638152/preview/stock-footage-girl-celebrating-birthday-online-sitting-alone-at-home-birthday-girl-making-a-wish-and-blowing.mp4,053701_053750,Girl celebrating birthday online sitting alone at home. birthday girl making a wish and blowing candle light talking to laptop. online birthday celebration.,12.0
7732267,https://ak.picdn.net/shutterstock/videos/7732267/preview/stock-footage-aerial-president-arthur-bernardes-steel-plant-ouro-branco-brazil.mp4,053751_053800,"Aerial- president arthur bernardes steel plant, ouro branco, brazil",6.0
1030714583,https://ak.picdn.net/shutterstock/videos/1030714583/preview/stock-footage--k-video-resolution-beach-sea-rock-over-view-sea-beach-rock-background-at-southern-thailand-on-nice.mp4,053751_053800,"4k video resolution,beach,sea,rock,over view sea beach rock background at southern thailand on nice day.",18.0
1038985277,https://ak.picdn.net/shutterstock/videos/1038985277/preview/stock-footage-medium-shot-of-a-hyena-in-the-tall-grass-with-copy-space-on-the-right.mp4,053751_053800,Medium shot of a hyena in the tall grass with copy space on the right.,10.0
27081142,https://ak.picdn.net/shutterstock/videos/27081142/preview/stock-footage-children-s-fun-in-the-spring-emotions-on-the-merry-go-round.mp4,053751_053800,Children's fun in the spring. emotions on the merry-go-round.,15.0
19504549,https://ak.picdn.net/shutterstock/videos/19504549/preview/stock-footage-western-arctic-in-june-high-angle-circular-tracking-shot-half-of-full-circle-seamless-loop.mp4,053751_053800,Western arctic in june. high-angle circular tracking shot. half of full-circle seamless loop. elements of this image furnished by nasa . ,60.0
1028439998,https://ak.picdn.net/shutterstock/videos/1028439998/preview/stock-footage-close-up-of-feet-of-the-men-sitting-on-the-floor-in-the-gym-resting-after-training-pair-of-black.mp4,053801_053850,Close up of feet of the men sitting on the floor in the gym resting after training. pair of black boxing gloves lying in the middle. team spirit concept,8.0
16700953,https://ak.picdn.net/shutterstock/videos/16700953/preview/stock-footage-gardener-man-hands-setting-special-metal-traps-for-mole-animal-pest-in-garden-static-closeup-shot.mp4,053801_053850,Gardener man hands setting special metal traps for mole animal pest in garden. static closeup shot. 4k,21.0
13598147,https://ak.picdn.net/shutterstock/videos/13598147/preview/stock-footage-mourning-dove-zenaida-macroura-on-ground.mp4,053801_053850,"Mourning dove, zenaida macroura on ground",10.0
4812155,https://ak.picdn.net/shutterstock/videos/4812155/preview/stock-footage-funny-girl-faling-on-bed-pulling-blanket-over-her-head-smiling-and-laughing-at-camera.mp4,053801_053850,Funny girl faling on bed pulling blanket over her head smiling and laughing at camera,12.0
1007449768,https://ak.picdn.net/shutterstock/videos/1007449768/preview/stock-footage-young-woman-holding-and-stroking-cute-puppy.mp4,053801_053850,Young woman holding and stroking cute puppy,25.0
12657080,https://ak.picdn.net/shutterstock/videos/12657080/preview/stock-footage-london-uk-oct-london-skyline-early-in-the-morning-shot-on-red-epic.mp4,053851_053900,"London, uk - oct 2015: london skyline early in the morning. shot on red epic.",11.0
1054701005,https://ak.picdn.net/shutterstock/videos/1054701005/preview/stock-footage-empty-centrifuge-vortex-automatic-device-during-work-in-demo-mode-at-medical-exhibition-close-up.mp4,053851_053900,"Empty centrifuge, vortex automatic device during work in demo mode at medical exhibition: close up, slow motion. chemistry, science, experiment, pharmaceutical, laboratory equipment concept",15.0
1023769405,https://ak.picdn.net/shutterstock/videos/1023769405/preview/stock-footage-circa-s-how-wagon-wheels-are-made-in.mp4,053851_053900,"Circa 1910s - how wagon wheels are made, in 1919.",91.0
1036271864,https://ak.picdn.net/shutterstock/videos/1036271864/preview/stock-footage-aeral-view-of-cloudy-moutain-landscape-in-japan.mp4,053851_053900,Aeral view of cloudy moutain landscape in japan,14.0
1033452590,https://ak.picdn.net/shutterstock/videos/1033452590/preview/stock-footage-tampa-florida-usa-july-teenage-girl-eating-japanese-candy-product-review-about-sweets.mp4,053851_053900,"Tampa, florida / usa - july 1 2019: teenage girl eating japanese candy. product review about sweets from tokyo japan",29.0
32555344,https://ak.picdn.net/shutterstock/videos/32555344/preview/stock-footage-pumpkin-mashed-homemade.mp4,053851_053900,Pumpkin mashed homemade,10.0
9882527,https://ak.picdn.net/shutterstock/videos/9882527/preview/stock-footage-dive-instructor-shows-sing-counting-also-a-available-on-the-green-screen-all-of-diving-sings-from.mp4,053851_053900,Dive instructor shows sing: counting also a available on the green screen all of diving sings from course  with full dive gear (open water diver) five,6.0
2986078,https://ak.picdn.net/shutterstock/videos/2986078/preview/stock-footage-young-vineyards-in-rows-seedlings-vines-graft-of-the-vines.mp4,053901_053950,Young vineyards in rows. seedlings vines.graft of the vines.,23.0
19045354,https://ak.picdn.net/shutterstock/videos/19045354/preview/stock-footage-young-female-walking-down-street.mp4,053901_053950,Young female walking down street,8.0
21485782,https://ak.picdn.net/shutterstock/videos/21485782/preview/stock-footage-air-pollution-by-smoke-coming-out-of-the-factory-chimneys-in-the-industrial-zone.mp4,053901_053950,Air pollution by smoke coming out of the factory chimneys in the industrial zone.,11.0
10278671,https://ak.picdn.net/shutterstock/videos/10278671/preview/stock-footage-phnom-penh-circa-tilt-wide-shot-of-street-at-phnom-penh-in-cambodia.mp4,053901_053950,Phnom penh - circa 2013: tilt wide shot of street at phnom penh in cambodia,11.0
1034296559,https://ak.picdn.net/shutterstock/videos/1034296559/preview/stock-footage-minsk-belarus-july-car-nose-cuts-placed-in-a-warehouse-nose-cut-is-vehicle-s-front.mp4,053901_053950,"Minsk, belarus - july 30, 2019: car nose-cuts placed in a warehouse. nose-cut  is vehicle's front part cut from the rest of its body. they are sold to customers in search of parts to repair cars.",6.0
1047202195,https://ak.picdn.net/shutterstock/videos/1047202195/preview/stock-footage-blonde-girl-drinks-a-cocktail-resting-in-a-deck-chair.mp4,053901_053950,"Blonde girl drinks a cocktail, resting in a deck chair",19.0
31152208,https://ak.picdn.net/shutterstock/videos/31152208/preview/stock-footage-christmas-red-violet-purple-light-shine-particles-bokeh-loopable-on-black-background-holiday.mp4,053951_054000,"Christmas red, violet, purple light shine particles bokeh loopable on black background, holiday congratulation greeting party happy new year, christmas celebration concept",30.0
1038263915,https://ak.picdn.net/shutterstock/videos/1038263915/preview/stock-footage-munich-germany-november-real-time-wide-shot-of-people-walking-in-the-center-of-munich.mp4,053951_054000,"Munich, germany - november 27, 2019: real time wide shot of people walking in the center of munich. traffic in the center of munich, november 27, 2019 in munich, germany.",18.0
18645083,https://ak.picdn.net/shutterstock/videos/18645083/preview/stock-footage-rothesay-scotland-august-paddle-steamer-waverley-departing-rothesay-isle-of-bute-scotland.mp4,053951_054000,"Rothesay, scotland - august 4: paddle steamer waverley departing rothesay, isle of bute, scotland 4th august 2016",54.0
1028336630,https://ak.picdn.net/shutterstock/videos/1028336630/preview/stock-footage-ramadan-lantern-is-a-mobile-wallpaper-suitable-for-use-in-religious-events-loop.mp4,053951_054000,"Ramadan lantern is a mobile wallpaper suitable for use in religious events, loop",10.0
1055429168,https://ak.picdn.net/shutterstock/videos/1055429168/preview/stock-footage-fethiye-turkey-th-of-june-k-zoom-out-hammock-swinging-on-tree-on-private-garden.mp4,053951_054000,"Fethiye, turkey - 11th of june 2020: 4k zoom out hammock swinging on tree on private garden
",9.0
14732737,https://ak.picdn.net/shutterstock/videos/14732737/preview/stock-footage-diving-exotic-fishes-the-beauty-of-the-underwater-world-life-in-the-ocean-diving-on-a-tropical.mp4,053951_054000,Diving. exotic fishes. the beauty of the underwater world. life in the ocean. diving on a tropical reef. submarine life.  fish of the coral reef. life under the water.,16.0
1012236173,https://ak.picdn.net/shutterstock/videos/1012236173/preview/stock-footage-eat-a-piece-of-chocolate-mousse-cake.mp4,053951_054000,Eat a piece of chocolate mousse cake.,5.0
1047984682,https://ak.picdn.net/shutterstock/videos/1047984682/preview/stock-footage--k-earth-and-outer-space-station-iss-elements-of-this-image-furnished-by-nasa.mp4,054001_054050,8k earth and outer space station iss. elements of this image furnished by nasa.,10.0
23342539,https://ak.picdn.net/shutterstock/videos/23342539/preview/stock-footage-windmill-wind-power-sunrise.mp4,054001_054050,Windmill wind power sunrise ,12.0
1009453589,https://ak.picdn.net/shutterstock/videos/1009453589/preview/stock-footage-dance-of-color-patterns-on-the-screen.mp4,054001_054050,"Dance of color patterns on the screen
",34.0
29052385,https://ak.picdn.net/shutterstock/videos/29052385/preview/stock-footage-soccer-fields-and-baseball-fields-in-a-city-park-and-sports-complex.mp4,054001_054050,Soccer fields and baseball fields in a city park and sports complex.,20.0
15184522,https://ak.picdn.net/shutterstock/videos/15184522/preview/stock-footage-aerial-view-of-city-highway-interchange-with-bridge-road.mp4,054051_054100,Aerial view of city highway interchange with bridge road,50.0
17490985,https://ak.picdn.net/shutterstock/videos/17490985/preview/stock-footage-girl-working-on-laptop-sitting-in-a-cafe-closeup.mp4,054051_054100,Girl working on laptop sitting in a cafe. closeup,25.0
11324432,https://ak.picdn.net/shutterstock/videos/11324432/preview/stock-footage-traditional-chinese-building-in-kuan-and-zhai-alley-in-chengdu-china.mp4,054051_054100,"Traditional chinese building in kuan and zhai alley in chengdu, china",9.0
1032556064,https://ak.picdn.net/shutterstock/videos/1032556064/preview/stock-footage-establishing-aerial-view-of-tower-bridge-shard-london-skyline-london-united-kingdom.mp4,054051_054100,"Establishing aerial view of tower bridge, shard, london skyline, london, united kingdom",42.0
8519416,https://ak.picdn.net/shutterstock/videos/8519416/preview/stock-footage-oberammergau-germany-sept-linderhof-palace-water-fountain-garden-bavaria-germany-schloss.mp4,054051_054100,"Oberammergau, germany - sept 2014: linderhof palace water fountain garden bavaria germany. schloss or castle. smallest of the three palaces built by king ludwig ii. exquisite expensive decorations. ",28.0
25230608,https://ak.picdn.net/shutterstock/videos/25230608/preview/stock-footage-salt-lake-city-utah-mar-aerial-university-of-utah-mountain-letter-homes-high.mp4,054101_054150,"Salt lake city, utah - 22 mar 2017: aerial university of utah mountain letter homes. high educational rated ranking. established in 1850. research school with renowned medical  hospital.",28.0
33056098,https://ak.picdn.net/shutterstock/videos/33056098/preview/stock-footage-positive-young-woman-in-elegant-clothes-speaks-on-smartphone-while-boarding-on-plane-at-the-airport.mp4,054101_054150,Positive young woman in elegant clothes speaks on smartphone while boarding on plane at the airport,22.0
34528873,https://ak.picdn.net/shutterstock/videos/34528873/preview/stock-footage-cat-mom-taking-care-of-baby-kitten.mp4,054101_054150,Cat mom taking care of baby kitten.,15.0
24426980,https://ak.picdn.net/shutterstock/videos/24426980/preview/stock-footage-the-angry-man-in-expressive-way-swears-by-phone.mp4,054101_054150,The angry man in expressive way swears by phone,24.0
19689544,https://ak.picdn.net/shutterstock/videos/19689544/preview/stock-footage-stylish-man-smoking-on-the-vintage-custom-cafe-racer-in-a-field.mp4,054101_054150,Stylish man smoking on the vintage custom cafe racer in a field.,12.0
21041008,https://ak.picdn.net/shutterstock/videos/21041008/preview/stock-footage-flower-buds-not-yet-fully-bloom-from-a-purple-flower-in-the-garden.mp4,054101_054150,Flower buds not yet fully bloom from a purple flower in the garden,14.0
4623272,https://ak.picdn.net/shutterstock/videos/4623272/preview/stock-footage-dolly-shot-of-hard-disk-drive-with-spinning-platter.mp4,054151_054200,Dolly shot of hard disk drive with spinning platter,27.0
14462974,https://ak.picdn.net/shutterstock/videos/14462974/preview/stock-footage-hand-drawing-noise.mp4,054151_054200,Hand drawing noise,5.0
1041782584,https://ak.picdn.net/shutterstock/videos/1041782584/preview/stock-footage-london-ontario-canada-february-propane-tanker-and-cars-crash-in-severe-blizzard-on-highway.mp4,054151_054200,"London, ontario, canada february 2018 propane tanker and cars crash in severe blizzard on highway",13.0
18221578,https://ak.picdn.net/shutterstock/videos/18221578/preview/stock-footage-istanbul-turkey-july-unidentified-people-swim-in-the-pool-at-the-hotel-view-from.mp4,054151_054200,"Istanbul, turkey - july 26, 2014 : unidentified people swim in the pool at the hotel. view from above. turkey is one of the most attractive destinations for tourists",55.0
1038735296,https://ak.picdn.net/shutterstock/videos/1038735296/preview/stock-footage-rain-water-drop-on-glass-realistic-rain-water-drop-on-glass-water-drop-on-glass-rain-drop-on.mp4,054151_054200,Rain water drop on glass. realistic rain water drop on glass. water drop on glass. rain drop on window.,13.0
1065096421,https://ak.picdn.net/shutterstock/videos/1065096421/preview/stock-footage-contactless-payment-concept-with-young-man-paying-with-credit-card.mp4,054151_054200,Contactless payment concept with young man paying with credit card,10.0
18529475,https://ak.picdn.net/shutterstock/videos/18529475/preview/stock-footage-poda-island-krabi-thailand.mp4,054151_054200,"Poda island , krabi , thailand",26.0
1034034788,https://ak.picdn.net/shutterstock/videos/1034034788/preview/stock-footage-hollywood-fl-usa-july-logans-beach-bar-hollywood-fl.mp4,054151_054200,"Hollywood, fl, usa - july 25, 2019: logans beach bar hollywood fl",20.0
1012641464,https://ak.picdn.net/shutterstock/videos/1012641464/preview/stock-footage-medium-shot-of-working-mother-talking-on-video-call-with-colleague-then-turning-tablet-and-showing.mp4,054201_054250,"Medium shot of working mother talking on video call with colleague, then turning tablet and showing her cute toddler girl playing with building blocks at table",16.0
1017429877,https://ak.picdn.net/shutterstock/videos/1017429877/preview/stock-footage-condominiums-construction-site-and-the-intracoastal-waterway-from-above.mp4,054201_054250,"Condominiums, construction site and the intracoastal waterway from above.",20.0
31050154,https://ak.picdn.net/shutterstock/videos/31050154/preview/stock-footage-middle-aged-man-in-grey-clothes-walking-along-the-river.mp4,054201_054250,Middle-aged man in grey clothes walking along the river,10.0
1048235854,https://ak.picdn.net/shutterstock/videos/1048235854/preview/stock-footage--k-colorful-paint-drops-mixing-in-water-abstract-color-mixing-in-water-slow-motion-drop-of-ink.mp4,054201_054250,"4k, colorful paint drops mixing in water, abstract color mixing in water slow motion, drop of ink color falling on water, 4k footage,",28.0
1062651484,https://ak.picdn.net/shutterstock/videos/1062651484/preview/stock-footage-female-architect-showing-house-design-plans-on-digital-tablet-to-young-african-couple-afro.mp4,054201_054250,Female architect showing house design plans on digital tablet to young african couple. afro-american man and woman consulting reals estate agent purchasing new apartment,29.0
21934405,https://ak.picdn.net/shutterstock/videos/21934405/preview/stock-footage-seamless-water-background-blue-water-flowing-in-slow-motion-on-white-full-hd.mp4,054251_054300,Seamless water background - blue water flowing in slow motion - on white (full hd),15.0
31218406,https://ak.picdn.net/shutterstock/videos/31218406/preview/stock-footage--s-view-of-electrical-generator-pan-across-power-lines-to-house-animation-of-top-of-house.mp4,054251_054300,"1950s: view of electrical generator. pan across power lines to house. animation of top of house, view of wiring in house.",23.0
6882976,https://ak.picdn.net/shutterstock/videos/6882976/preview/stock-footage-woman-using-red-lipstick-and-talking-with-friend-at-the-party.mp4,054251_054300,"Woman using red lipstick and talking with friend at the party
",19.0
8918593,https://ak.picdn.net/shutterstock/videos/8918593/preview/stock-footage-tropical-downpour-raindrops-fall-from-roof.mp4,054251_054300,Tropical downpour. raindrops fall from roof,20.0
2622701,https://ak.picdn.net/shutterstock/videos/2622701/preview/stock-footage-flower-background-in-nature.mp4,054301_054350,Flower background in nature,10.0
20680264,https://ak.picdn.net/shutterstock/videos/20680264/preview/stock-footage-linda-river-the-flow-of-water.mp4,054301_054350,Linda river. the flow of water.,11.0
1041527893,https://ak.picdn.net/shutterstock/videos/1041527893/preview/stock-footage-a-highway-in-the-middle-of-endless-green-fields-and-trees-through-which-a-carrides-in-rural-russia.mp4,054301_054350,A highway in the middle of endless green fields and trees through which a carrides in rural russia. copter ( drone ) shooting,28.0
1014498131,https://ak.picdn.net/shutterstock/videos/1014498131/preview/stock-footage-shirtless-young-man-putting-on-sunscreen-cream-muscular-man-wearing-bathing-suit-ready-to-sunbathe.mp4,054301_054350,"Shirtless young man putting on sunscreen cream, muscular man wearing bathing suit ready to sunbathe on boulder beach",40.0
4383701,https://ak.picdn.net/shutterstock/videos/4383701/preview/stock-footage-butterfly-on-old-leaves.mp4,054301_054350,Butterfly on old leaves,10.0
1047857911,https://ak.picdn.net/shutterstock/videos/1047857911/preview/stock-footage-carrodano-superiore-italy-province-of-la-spezia-mountain-wooded-landscape-view-from-above.mp4,054351_054400,"Carrodano superiore, italy. province of la spezia. mountain wooded landscape. view from above, aerial view",28.0
1064606443,https://ak.picdn.net/shutterstock/videos/1064606443/preview/stock-footage-pandemic-mask-south-korea-flag-k-flying-transition-alpha-channel.mp4,054351_054400,"Pandemic mask - south korea flag - 4k flying transition - alpha channel
",7.0
1014301733,https://ak.picdn.net/shutterstock/videos/1014301733/preview/stock-footage-homemade-bakery-pastry-bun-depth-of-field-camera-motion.mp4,054351_054400,Homemade bakery pastry bun depth of field camera motion,7.0
13272353,https://ak.picdn.net/shutterstock/videos/13272353/preview/stock-footage-half-body-shot-of-a-pretty-young-blond-woman-in-white-bra-and-gray-robe-looking-at-the-camera.mp4,054351_054400,Half body shot of a pretty young blond woman in white bra and gray robe looking at the camera sensually.,18.0
29003350,https://ak.picdn.net/shutterstock/videos/29003350/preview/stock-footage-man-in-suit-with-a-briefcase-stranded-on-a-deserted-island-in-the-middle-of-the-ocean-talking-on.mp4,054351_054400,Man in suit with a briefcase stranded on a deserted island in the middle of the ocean talking on his smartphone,23.0
3563798,https://ak.picdn.net/shutterstock/videos/3563798/preview/stock-footage-woman-at-hairdresser-bleaching-hair.mp4,054351_054400,Woman at hairdresser bleaching hair,23.0
1013474738,https://ak.picdn.net/shutterstock/videos/1013474738/preview/stock-footage--s-woman-rubs-pigment-on-rock-traces-line-thinly-inside-pottery-bowl.mp4,054351_054400,"1960s: woman rubs pigment on rock, traces line thinly inside pottery bowl.",21.0
1058355040,https://ak.picdn.net/shutterstock/videos/1058355040/preview/stock-footage-businesswoman-shaking-hands-with-a-businessman-colleague-on-background-of-downtown-district.mp4,054401_054450,Businesswoman shaking hands with a businessman colleague on background of downtown district. business people shaking hands agree to a deal or say hello.,8.0
12628709,https://ak.picdn.net/shutterstock/videos/12628709/preview/stock-footage-moscow-russia-october-people-visit-mercedes-benz-fashion-week-russia.mp4,054401_054450,"Moscow, russia - october 21, 2015: people visit mercedes-benz fashion week russia.",8.0
31462960,https://ak.picdn.net/shutterstock/videos/31462960/preview/stock-footage-kherson-gopri-ukraine-th-of-june-granddad-gives-water-to-his-grandson.mp4,054401_054450,"Kherson, gopri, ukraine - 12th of june, 2017: granddad gives water to his grandson
",10.0
22640845,https://ak.picdn.net/shutterstock/videos/22640845/preview/stock-footage-red-burning-candle-on-a-dark-background.mp4,054401_054450,Red burning candle on a dark background,12.0
1008677533,https://ak.picdn.net/shutterstock/videos/1008677533/preview/stock-footage-coffee-machine-making-cappuccino-espresso-coffee.mp4,054401_054450,Coffee machine making cappuccino espresso coffee,26.0
33126118,https://ak.picdn.net/shutterstock/videos/33126118/preview/stock-footage-carbon-face-peeling-procedure-laser-pulses-clean-skin-of-the-face-hardware-cosmetology-treatment.mp4,054451_054500,Carbon face peeling procedure. laser pulses clean skin of the face. hardware cosmetology treatment. facial skin rejuvenation.,21.0
29221576,https://ak.picdn.net/shutterstock/videos/29221576/preview/stock-footage-exotic-bird-with-dragonfly-in-the-beak.mp4,054451_054500,Exotic bird with dragonfly in the beak,7.0
1047037507,https://ak.picdn.net/shutterstock/videos/1047037507/preview/stock-footage-xining-qinghai-china-jan-streets-of-xining.mp4,054451_054500,"Xining, qinghai / china jan 16 2020: streets of xining",15.0
1015254958,https://ak.picdn.net/shutterstock/videos/1015254958/preview/stock-footage-black-ink-in-water-colorful-black-paint-drops-from-above-mixing-in-water-swirling-softly.mp4,054451_054500,"Black ink in water. colorful black paint drops from above mixing in water, swirling softly underwater.  slow motion. ",5.0
1024426850,https://ak.picdn.net/shutterstock/videos/1024426850/preview/stock-footage-a-woman-holds-a-biological-sprout-of-life-in-her-labor-hands-with-the-ground-for-planting-on-a.mp4,054451_054500,"A woman holds a biological sprout of life in her labor hands with the ground for planting, on a winter background.",15.0
1017803224,https://ak.picdn.net/shutterstock/videos/1017803224/preview/stock-footage-young-sporty-woman-runner-sitting-on-rocks-on-the-beach-outside-using-smartphone.mp4,054451_054500,"Young sporty woman runner sitting on rocks on the beach outside, using smartphone.",12.0
1031966318,https://ak.picdn.net/shutterstock/videos/1031966318/preview/stock-footage-builder-worker-or-plasterer-hands-use-trowel-to-plastering-on-cement-wall-by-manual-work-keep.mp4,054451_054500,Builder worker or plasterer hands use trowel to plastering on cement wall by manual work. keep detail construction before finishing works. construction and industry concept. motion 4k b-roll footage,7.0
24079426,https://ak.picdn.net/shutterstock/videos/24079426/preview/stock-footage-man-uses-the-phone-hands-close-up.mp4,054451_054500,Man uses the phone. hands close-up,16.0
2254444,https://ak.picdn.net/shutterstock/videos/2254444/preview/stock-footage-factory-at-night.mp4,054501_054550,Factory at night ,14.0
1010346053,https://ak.picdn.net/shutterstock/videos/1010346053/preview/stock-footage-phnom-penh-cambodia-november-many-watches-for-sale-at-the-orussey-market-that-is-a-popular.mp4,054501_054550,"Phnom penh, cambodia - november 2017: many watches for sale at the orussey market that is a popular place for locals to meet their food needs",10.0
14064164,https://ak.picdn.net/shutterstock/videos/14064164/preview/stock-footage-aerial-view-flight-above-winter-forest.mp4,054501_054550,Aerial view flight above winter forest,15.0
1011314384,https://ak.picdn.net/shutterstock/videos/1011314384/preview/stock-footage-leipzig-germany-august-city-hochhaus-building-on-august-at-m-tall-city.mp4,054501_054550,"Leipzig, germany - august 20: city-hochhaus building on august 17, 2017. at 142 m tall, city-hochhaus is the tallest building in leipzig",19.0
30838426,https://ak.picdn.net/shutterstock/videos/30838426/preview/stock-footage-woman-is-spinning-a-purple-spinner-hands-close-up-slow-motion.mp4,054551_054600,Woman is spinning a purple spinner. hands close-up. slow motion,36.0
1045046362,https://ak.picdn.net/shutterstock/videos/1045046362/preview/stock-footage-paris-france-vintage-video-of-the-eiffel-tour-in-paris-france.mp4,054551_054600,Paris france-1947: vintage video of the eiffel tour in paris france,5.0
13030550,https://ak.picdn.net/shutterstock/videos/13030550/preview/stock-footage-wooden-fence-with-barbed-wire-in-a-mountain-village.mp4,054551_054600,Wooden fence with barbed wire in a mountain village,19.0
1047165487,https://ak.picdn.net/shutterstock/videos/1047165487/preview/stock-footage-scratched-vintage-celluloid-film-of-chimneys-smoking-in-a-factory.mp4,054551_054600,Scratched vintage celluloid film of chimneys smoking in a factory,10.0
22280353,https://ak.picdn.net/shutterstock/videos/22280353/preview/stock-footage-day-piazza-navona-sant-agnese-in-agone-church-tourist-panorama-k-rome-italy.mp4,054551_054600,Day piazza navona sant'agnese in agone church tourist panorama 4k rome italy,11.0
12379334,https://ak.picdn.net/shutterstock/videos/12379334/preview/stock-footage-people-walk-in-a-city-on-the-background-of-glass-building.mp4,054551_054600,People walk in a city on the background of glass building,12.0
1023039577,https://ak.picdn.net/shutterstock/videos/1023039577/preview/stock-footage-beautiful-waterfall-in-the-wild-aerial-view.mp4,054551_054600,Beautiful waterfall in the wild. aerial view.,8.0
1037364725,https://ak.picdn.net/shutterstock/videos/1037364725/preview/stock-footage-high-angle-tracking-shot-of-creative-young-female-artist-painting-on-canvas-standing-at-easel-in.mp4,054601_054650,"High angle tracking shot of creative young female artist painting on canvas standing at easel in art studio, looking at artwork and thinking",23.0
23471914,https://ak.picdn.net/shutterstock/videos/23471914/preview/stock-footage-abstract-hexagons-background-random-motion-d-loopable-animation-k.mp4,054601_054650,"Abstract hexagons background random motion, 3d loopable animation 4k",8.0
20542534,https://ak.picdn.net/shutterstock/videos/20542534/preview/stock-footage-prague-cz-november-russian-tanks-and-putin-with-demons-in-the-velvet-revolution-carnival.mp4,054601_054650,"Prague, cz 17 november 2015: russian tanks and putin with demons in the velvet revolution carnival  ""sametovã© posvã­cenã­"" 
editorial documentary",16.0
